id,name,type,subtype,district,neighbourhood,latitude,longitude,etymology_type,etymology_summary,named_after,named_after_wikidata,person_gender,person_birth_year,person_death_year,person_profession,person_nationality,naming_date,previous_names,source,confidence,line,opening_year,operator,etymology_summary_es,named_after_es
metro_011,Callao,metro_station,,Centro,,40.4200,-3.7062,event,"Named after the plaza, which commemorates the 1866 naval Battle of Callao. On 2 May 1866, a Spanish squadron under Admiral Casto Méndez Núñez bombarded the Peruvian port of Callao in the final major engagement of the Chincha Islands War. When told the ironclad Numancia was endangered, Méndez Núñez reportedly declared 'España prefiere honra sin barcos que barcos sin honra' (Spain prefers honour without ships to ships without honour). The plaza, one of Madrid's busiest commercial intersections, was named in 1866 shortly after the battle.",Battle of Callao (1866),Q2394918,,,,,,,,España Fascinante (espanafascinante.com); es.wikipedia.org/wiki/Batalla_del_Callao;callesdemadrid.cc,verified,3;5,1936,Metro de Madrid,"Toma su nombre de la plaza que conmemora la batalla naval del Callao de 1866. El 2 de mayo de 1866, una escuadra española al mando del almirante Casto Méndez Núñez bombardeó el puerto peruano del Callao en el último gran enfrentamiento de la Guerra de las Islas Chincha. Cuando le advirtieron que la fragata blindada Numancia corría peligro, Méndez Núñez pronunció su célebre frase: 'España prefiere honra sin barcos que barcos sin honra'. La plaza, una de las intersecciones comerciales más concurridas de Madrid, recibió su nombre en 1866, poco después de la batalla.",Batalla del Callao (1866)
metro_012,Ópera,metro_station,,Centro,,40.417983,-3.709415,historical,"Named after the nearby Teatro Real (Royal Opera House), inaugurated on 19 November 1850 by Queen Isabel II with a performance of Donizetti's 'La Favorita'. Designed by Antonio López Aguado and completed by Custodio Moreno, it was built on the site of the former royal washhouses. The theatre closed in 1925 due to structural problems and did not reopen until 1997 after a massive restoration. The station has had three different names: 'Isabel II' (1925-1931), 'Fermín Galán' (during the Republic/Civil War), and 'Opera' (from 1939).",Teatro Real,Q211250,,,,,,,Isabel II (until 1931); Fermín Galán (1937-1939),MadridMobilite (madridmobilite.com); es.wikipedia.org/wiki/Estacion_de_Opera; Teatro_Real (teatroreal.es),verified,2;5,1925,Metro de Madrid,"Lleva el nombre del cercano Teatro Real, inaugurado el 19 de noviembre de 1850 por la reina Isabel II con una representación de 'La Favorita' de Donizetti. Diseñado por Antonio López Aguado y terminado por Custodio Moreno, se levantó sobre el solar de los antiguos lavaderos reales. El teatro cerró en 1925 por problemas estructurales y no reabrió hasta 1997, tras una restauración monumental. La estación ha tenido tres nombres distintos: 'Isabel II' (1925-1931), 'Fermín Galán' (durante la República y la Guerra Civil) y 'Ópera' (desde 1939).",Teatro Real
metro_013,Príncipe de Vergara,metro_station,,Salamanca,,40.422649,-3.680369,person,"Named after the street honouring Baldomero Espartero (1793-1879), who earned the title Príncipe de Vergara after brokering the Convention of Vergara on 31 August 1839, ending the First Carlist War with the famous 'Abrazo de Vergara' -- a public embrace with Carlist general Maroto before troops of both sides. During Franco's regime the street was renamed General Mola (1939); Mayor Tierno Galván restored the original name in 1981, and the station followed in 1983.",Baldomero Espartero,Q434529,M,1793,1879,military; regent,Spanish,,General Mola (1939-1983),MadridMobilite (madridmobilite.com);Muy Interesante (muyinteresante.com),verified,2;9,1924,Metro de Madrid,"Recuerda al general Baldomero Espartero (1793-1879), que obtuvo el título de Príncipe de Vergara tras negociar el Convenio de Vergara el 31 de agosto de 1839, poniendo fin a la Primera Guerra Carlista con el famoso 'Abrazo de Vergara' — un abrazo público con el general carlista Maroto ante las tropas de ambos bandos. Durante el franquismo, la calle fue rebautizada como General Mola (1939); el alcalde Tierno Galván restituyó el nombre original en 1981, y la estación lo adoptó en 1983.",Baldomero Espartero
metro_014,Alfonso XIII,metro_station,,Chamartín,,40.448222,-3.667892,person,"Named after King Alfonso XIII (1886-1941), who did not merely inaugurate the first Metro line on 17 October 1919 but personally invested 1.45 million pesetas of his own money when no private bank except Banco de Vizcaya would back the project. He rode the first official train from Cuatro Caminos to Rios Rosas, a journey of just 40 seconds. The original line ran 3.48 km with eight stations.",Alfonso XIII,Q18363,M,1886,1941,king,Spanish,,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Alfonso_XIII;RAH Diccionario Biografico Espanol (dbe.rah.es),verified,4,1968,Metro de Madrid,"Homenajea al rey Alfonso XIII (1886-1941), quien no se limitó a inaugurar la primera línea de metro el 17 de octubre de 1919, sino que invirtió de su propio bolsillo 1,45 millones de pesetas cuando ningún banco privado, salvo el Banco de Vizcaya, quiso respaldar el proyecto. Viajó en el primer tren oficial de Cuatro Caminos a Ríos Rosas, un trayecto de apenas 40 segundos. La línea original recorría 3,48 km y contaba con ocho estaciones.",Alfonso XIII
metro_015,Gregorio Marañón,metro_station,,Chamartín,,40.437994,-3.691213,person,"Named after Gregorio Marañón y Posadillo (1887-1960), the physician-humanist who pioneered endocrinology in Spain and authored over 500 scientific monographs. His 'Manual of Etiologic Diagnostic' became one of the most widely distributed medical texts in the world. Equally prolific as a historian, he psychoanalyzed historical figures through a medical lens, writing landmark studies on Tiberius and the Count-Duke of Olivares from his Toledo cigarral.",Gregorio Marañón,Q2056442,M,1887,1960,physician; endocrinologist; historian,Spanish,,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Gregorio_Mara%C3%B1%C3%B3n;RAH Diccionario Biografico Espanol (dbe.rah.es),verified,7;10,1988,Metro de Madrid,"Rinde homenaje a Gregorio Marañón y Posadillo (1887-1960), el médico-humanista que fue pionero de la endocrinología en España y autor de más de 500 monografías científicas. Su 'Manual de Diagnóstico Etiológico' fue uno de los textos médicos más difundidos del mundo. Igualmente prolífico como historiador, psicoanalizó a figuras históricas desde una perspectiva médica, escribiendo estudios de referencia sobre Tiberio y el Conde-Duque de Olivares desde su cigarral toledano.",Gregorio Marañón
metro_016,Paco de Lucía,metro_station,,Latina,,40.4996245,-3.7091607,person,"Named after Paco de Lucía (1947-2014), born Francisco Sánchez Gómez in Algeciras. His father, in a regime compared to Leopold Mozart's, made him practise guitar up to twelve hours daily from age five. He took his stage name from his Portuguese mother Lucia, and his hit 'Entre dos aguas' — named for Algeciras, where the Mediterranean meets the Atlantic — brought flamenco to a global audience. His collaborations with John McLaughlin and Al Di Meola fused flamenco with jazz.",Paco de Lucía,Q153300,M,1947,2014,flamenco guitarist,Spanish,2014,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Paco_de_Luc%C3%ADa; elmundo.es,verified,9,2007,Metro de Madrid,"Evoca a Paco de Lucía (1947-2014), nacido Francisco Sánchez Gómez en Algeciras. Su padre, en un régimen que se ha comparado con el de Leopold Mozart, le hacía practicar la guitarra hasta doce horas diarias desde los cinco años. Adoptó su nombre artístico en honor a su madre portuguesa, Lucía, y su éxito 'Entre dos aguas' — bautizado así por Algeciras, donde el Mediterráneo se encuentra con el Atlántico — llevó el flamenco a audiencias de todo el mundo. Sus colaboraciones con John McLaughlin y Al Di Meola fusionaron el flamenco con el jazz.",Paco de Lucía
metro_017,Manuela Malasaña,metro_station,,,,40.3091106,-3.8647740,person,"Named after the nearby IES Manuela Malasana school, which is in turn named after Manuela Malasana Onoro (1791-1808), a young seamstress killed by French soldiers during the Dos de Mayo Uprising in Madrid. She was found carrying scissors which the French deemed a weapon, leading to her summary execution. She became a symbol of popular resistance against Napoleón.",Manuela Malasaña,Q2984294,F,1791,1808,seamstress,Spanish,,,Muy Interesante (muyinteresante.com);Wikipedia (es.wikipedia.org); en.wikipedia.org/wiki/Manuela_Malasana; es.wikipedia.org/wiki/Estacion_de_Manuela_Malasana; mostoles.es,verified,12,2003,Metro de Madrid,"Debe su nombre al cercano IES Manuela Malasaña, que a su vez lleva el de Manuela Malasaña Oñoro (1791-1808), una joven costurera asesinada por soldados franceses durante el levantamiento del Dos de Mayo en Madrid. Fue sorprendida portando unas tijeras que los franceses consideraron un arma, lo que condujo a su ejecución sumaria. Se convirtió en símbolo de la resistencia popular contra Napoleón.",Manuela Malasaña
metro_018,Príncipe Pío,station,,Moncloa-Aravaca,,40.420962,-3.719333,person,"Named after Francisco Pío de Saboya (1659-1726), an Italian aristocrat and military commander who supported Felipe V during the War of Spanish Succession; his palace and gardens stood on the hill nearby. The Montaña del Príncipe Pío became infamous on 3 May 1808, when French troops executed scores of Madrilenos in reprisal for the Dos de Mayo uprising against Napoleón's occupation. Francisco de Goya immortalised the scene in 'El tres de mayo de 1808', one of history's most powerful anti-war paintings, now in the Prado. The station was called Norte until 1994, when it was renamed to honour this layered site of aristocratic grandeur and popular resistance.",Francisco Pío de Saboya,Q19290984,M,1659,1726,aristocrat; military commander,Italian,,Norte (until 1994),MadridMobilite (madridmobilite.com);Muy Interesante (muyinteresante.com),verified,6;10;C-10;C-7,1972,Metro de Madrid; Renfe Cercanias,"Recuerda a Francisco Pío de Saboya (1659-1726), aristócrata italiano y comandante militar que apoyó a Felipe V durante la Guerra de Sucesión Española; su palacio y jardines se alzaban en la colina cercana. La Montaña del Príncipe Pío se hizo tristemente célebre el 3 de mayo de 1808, cuando tropas francesas fusilaron a decenas de madrileños como represalia por el levantamiento del Dos de Mayo contra la ocupación napoleónica. Francisco de Goya inmortalizó la escena en 'El tres de mayo de 1808', una de las pinturas antibelicistas más poderosas de la historia, hoy en el Prado. La estación se llamó Norte hasta 1994, cuando fue rebautizada para honrar este lugar marcado tanto por la grandeza aristocrática como por la resistencia popular.",Francisco Pío de Saboya
metro_019,Eugenia de Montijo,metro_station,,Carabanchel,,40.384416,-3.751063,person,"Named after Eugenia de Montijo (1826-1920), the Granada-born Spanish aristocrat who became Empress of France. When Napoleón III asked the path to her heart, she famously replied: 'Through the chapel, Sire.' Her family owned a palatial estate in Carabanchel where her mother hosted literary salons attended by Stendhal and Prosper Merimee. She died in Madrid in 1920 at the Liria Palace; in Carabanchel, only the ancient cypresses and the Estanque de las Brujas survive from her family's finca.",Eugenia de Montijo,Q157130,F,1826,1920,empress,Spanish,,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Eugenia_de_Montijo;RAH Diccionario Biografico Espanol (dbe.rah.es),verified,5,2007,Metro de Madrid,"Lleva el nombre de Eugenia de Montijo (1826-1920), aristócrata española nacida en Granada que se convirtió en emperatriz de Francia. Cuando Napoleón III le preguntó el camino a su corazón, ella respondió con una frase célebre: 'Por la capilla, Señor.' Su familia poseía una finca palaciega en Carabanchel, donde su madre organizaba salones literarios a los que acudían Stendhal y Prosper Mérimée. Murió en Madrid en 1920, en el Palacio de Liria; en Carabanchel, solo perviven los cipreses centenarios y el Estanque de las Brujas de la antigua finca familiar.",Eugenia de Montijo
metro_020,Guzmán el Bueno,metro_station,,Chamberí,,40.446274,-3.713169,person,"Named after Alfonso Pérez de Guzmán 'el Bueno' (1256-1309), who defended Tarifa against a Moorish siege in 1294. When the rebel Infante Juan threatened to kill Guzmán's ten-year-old son unless the fortress surrendered, Guzmán threw down his own dagger from the ramparts, declaring he had not begotten a son to serve against his country. The boy was killed, yet Guzmán held firm and the attackers withdrew. King Sancho IV named him 'el Bueno' -- the Righteous.",Alfonso Pérez de Guzmán,Q65547075,M,1256,1309,military commander,Spanish,,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Guzm%C3%A1n_el_Bueno;RAH Diccionario Biografico Espanol (dbe.rah.es),verified,6;7,1974,Metro de Madrid,"Homenajea a Alfonso Pérez de Guzmán 'el Bueno' (1256-1309), defensor de Tarifa durante un asedio moro en 1294. Cuando el infante rebelde Don Juan amenazó con matar a su hijo de diez años si no se rendía la fortaleza, Guzmán arrojó su propia daga desde las almenas, declarando que no había engendrado un hijo para que sirviera contra su patria. El niño fue ejecutado, pero Guzmán resistió y los atacantes se retiraron. El rey Sancho IV le otorgó el sobrenombre de 'el Bueno'.",Alfonso Pérez de Guzmán
metro_021,Alonso Martínez,metro_station,,Centro,,40.427406,-3.695983,person,"Named after Manuel Alonso Martínez (1827-1891), the Burgos-born jurist who believed a lawyer must also be a writer, studying both law and philosophy. He served as Minister of Justice, Finance, and Public Works, but his enduring legacy is the Spanish Civil Code of 1889, which he personally drafted according to twenty-six legal bases he devised. He also served as president of the Congress of Deputies.",Manuel Alonso Martínez,Q573875,M,1827,1891,jurist; politician,Spanish,,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Manuel_Alonso_Mart%C3%ADnez;callesdemadrid.cc,verified,4;5;10,1924,Metro de Madrid,"Rinde tributo a Manuel Alonso Martínez (1827-1891), jurista burgalés convencido de que un abogado debía ser también escritor, por lo que estudió tanto derecho como filosofía. Fue ministro de Justicia, Hacienda y Fomento, pero su legado imperecedero es el Código Civil español de 1889, que él mismo redactó según veintiséis bases legales de su propia concepción. También presidió el Congreso de los Diputados.",Manuel Alonso Martínez
metro_022,Diego de León,metro_station,,Salamanca,,40.434474,-3.67472,person,"Named after Diego de León (1807-1841), 1st Count of Belascoain, the dashing cavalry officer known as 'la primera lanza del reino'. A hero of the First Carlist War, he led a failed 1841 pronunciamiento to restore the regent María Cristina. Condemned to death, he rode to the firing squad at the Puerta de Toledo in full dress uniform, distributed his cigarettes among those present, and reportedly commanded the squad himself, declaring: 'I do not die as a traitor.'",Diego de León,Q2055658,M,1807,1841,military officer; politician,Spanish,,,Muy Interesante (muyinteresante.com); es.wikipedia.org/wiki/Diego_de_Le%C3%B3n;RAH Diccionario Biografico Espanol (dbe.rah.es),verified,4;5;6,1932,Metro de Madrid,"Evoca a Diego de León (1807-1841), primer conde de Belascoaín, el intrépido oficial de caballería conocido como 'la primera lanza del reino'. Héroe de la Primera Guerra Carlista, encabezó un pronunciamiento fallido en 1841 para restaurar a la regente María Cristina. Condenado a muerte, cabalgó hasta el pelotón de fusilamiento en la Puerta de Toledo vistiendo uniforme de gala, repartió sus cigarrillos entre los presentes y, según cuenta la tradición, dirigió él mismo la descarga con las palabras: 'No muero como traidor.'",Diego de León
